transaction_id,user_id,timestamp,amount_gbp,city,device,status,anomaly_type,is_anomaly
T000000026,U000001,2025-05-18 01:23:33.540614986,170.34,Birmingham,mobile,success,,0
T000000023,U000001,2025-05-19 17:07:45.432597782,145.11,Birmingham,mobile,success,,0
T000000031,U000001,2025-05-24 06:54:06.203040912,169.22,Birmingham,mobile,success,,0
T000000043,U000001,2025-07-01 21:16:49.305256052,139.83,Birmingham,mobile,success,,0
T000000034,U000001,2025-07-14 21:44:38.032222066,128.59,Birmingham,mobile,success,,0
T000000024,U000001,2025-08-12 20:17:52.163182600,163.85,Birmingham,mobile,success,,0
T000000044,U000001,2025-08-24 09:26:35.865103776,182.69,Birmingham,mobile,success,,0
T000000039,U000001,2025-10-06 18:50:50.763270360,126.26,Birmingham,desktop,success,,0
T000000030,U000001,2025-10-23 03:15:38.850669048,178.92,Birmingham,mobile,success,,0
T000000022,U000001,2025-11-13 06:43:04.408346496,148.66,Birmingham,mobile,success,,0
T000000025,U000001,2025-12-10 23:16:59.855412656,171.55,Birmingham,desktop,success,,0
T000000040,U000001,2026-01-02 10:33:10.280844460,137.96,Birmingham,mobile,success,,0
T000000036,U000001,2026-01-03 20:37:13.896070180,151.3,Birmingham,mobile,success,,0
T000000045,U000001,2026-01-16 19:50:55.144393536,119.72,London,mobile,success,,0
T000000038,U000001,2026-01-18 16:00:15.837327428,115.05,Cambridge,mobile,success,,0
T000000047,U000002,2025-03-03 00:20:12.572631793,36.21,Leicester,desktop,success,,0
T000000063,U000002,2025-03-12 06:00:07.460059688,17.16,Leicester,desktop,success,,0
T000000068,U000002,2025-03-21 10:07:36.533798848,43.92,Leicester,desktop,fail,,0
T000000071,U000002,2025-03-21 16:14:17.293763512,28.12,Leicester,desktop,success,,0
T000000049,U000002,2025-03-28 02:07:30.256102416,24.47,Leicester,desktop,success,,0
T000000072,U000002,2025-04-08 02:57:39.167059725,9.42,Leicester,desktop,success,,0
T000000050,U000002,2025-05-11 00:07:03.227184824,32.73,Leicester,desktop,success,,0
T000000058,U000002,2025-05-15 19:19:40.557091903,10.39,Leicester,desktop,success,,0
T000000052,U000002,2025-05-26 16:56:45.194525747,29.88,Leicester,desktop,success,burst_velocity,1
T000039645,U000002,2025-05-26 16:58:01.194525747,20.17,Leicester,desktop,success,burst_velocity,1
T000039647,U000002,2025-05-26 16:59:31.194525747,36.04,Leicester,desktop,success,burst_velocity,1
T000039649,U000002,2025-05-26 17:00:18.194525747,17.19,Leicester,desktop,success,burst_velocity,1
T000039646,U000002,2025-05-26 17:00:34.194525747,30.29,Leicester,desktop,success,burst_velocity,1
T000039648,U000002,2025-05-26 17:03:12.194525747,36.92,Leicester,desktop,success,burst_velocity,1
T000039644,U000002,2025-05-26 17:05:25.194525747,16.84,Leicester,desktop,success,burst_velocity,1
T000000054,U000002,2025-06-24 08:21:27.029605064,6.24,Leicester,desktop,success,,0
T000000055,U000002,2025-07-15 01:37:15.676113880,25.47,Leicester,desktop,success,,0
T000000051,U000002,2025-07-19 16:16:49.234039774,8.43,Leicester,desktop,success,,0
T000000064,U000002,2025-07-22 22:32:26.312861820,41.92,Leicester,desktop,success,,0
T000000069,U000002,2025-07-25 15:04:52.155940792,24.21,Leicester,desktop,success,,0
T000000048,U000002,2025-08-02 06:42:36.863543686,24.63,Leicester,desktop,success,,0
T000000056,U000002,2025-08-04 21:57:31.725221836,14.68,Leicester,desktop,success,,0
T000000073,U000002,2025-08-26 14:53:28.411138092,29.21,Bristol,desktop,success,,0
T000000046,U000002,2025-08-27 01:23:09.955442162,5.19,Leicester,desktop,success,,0
T000000062,U000002,2025-09-17 20:51:38.787339966,25.67,Leicester,desktop,success,,0
T000000053,U000002,2025-09-23 01:45:28.818811940,7.39,Leicester,desktop,success,,0
T000000065,U000002,2025-09-29 02:27:10.163021640,20.47,Leicester,desktop,success,,0
T000000057,U000002,2025-11-01 18:27:53.443951764,6.56,Leicester,desktop,success,,0
T000000060,U000002,2025-11-11 20:02:36.830467404,36.92,Leicester,desktop,success,,0
T000000059,U000002,2025-12-06 03:34:16.815240732,19.73,Glasgow,desktop,success,,0
T000000070,U000002,2025-12-09 23:28:29.686327716,24.14,Leicester,desktop,success,,0
T000000061,U000002,2025-12-28 19:27:34.379155460,44.39,Leicester,desktop,success,,0
T000000066,U000002,2026-01-07 17:42:50.489074268,30.34,Leicester,desktop,success,,0
T000000067,U000002,2026-01-18 17:03:10.856560960,22.0,Leicester,desktop,success,,0
T000000093,U000003,2026-01-07 16:36:33.953099860,131.22,Glasgow,mobile,success,,0
T000000082,U000003,2026-01-07 17:40:19.745460449,87.44,Glasgow,mobile,success,,0
T000000080,U000003,2026-01-10 06:07:17.102373042,165.41,Glasgow,mobile,success,,0
T000000074,U000003,2026-01-11 05:32:59.206051604,132.55,Glasgow,mobile,success,,0
T000000078,U000003,2026-01-12 03:34:38.610354431,110.33,Glasgow,mobile,success,,0
T000000089,U000003,2026-01-14 07:54:34.119901373,125.66,Glasgow,mobile,success,,0
T000000088,U000003,2026-01-14 23:49:08.159111128,126.18,Glasgow,mobile,success,,0
T000000087,U000003,2026-01-16 07:03:42.334721553,169.97,Glasgow,mobile,success,,0
T000000081,U000003,2026-01-19 14:54:43.631428404,171.24,Leeds,mobile,success,,0
T000000077,U000003,2026-01-20 03:31:48.199486454,124.16,Glasgow,mobile,success,,0
T000000084,U000003,2026-01-24 13:28:54.551293899,149.03,Glasgow,mobile,success,,0
T000000092,U000003,2026-01-25 23:42:08.071784479,123.41,Glasgow,mobile,success,,0
T000000075,U000003,2026-01-29 00:17:42.383826646,111.83,Liverpool,mobile,success,,0
T000000086,U000003,2026-02-01 16:28:09.657702795,143.47,Glasgow,mobile,success,,0
T000000083,U000003,2026-02-03 12:12:14.889417573,103.47,Glasgow,mobile,success,,0
T000000090,U000003,2026-02-03 23:22:50.538450629,135.18,Glasgow,mobile,success,,0
T000000079,U000003,2026-02-04 08:11:20.429843597,85.88,Glasgow,mobile,success,,0
T000000076,U000003,2026-02-06 04:39:27.840740901,120.78,Glasgow,mobile,success,,0
T000000091,U000003,2026-02-09 02:44:56.771541903,128.1,Glasgow,mobile,success,,0
T000000085,U000003,2026-02-10 01:06:06.813917460,129.38,Glasgow,mobile,success,,0
T000000094,U000003,2026-02-10 14:56:56.903180443,145.37,Glasgow,mobile,success,,0
T000000098,U000004,2026-01-07 16:11:18.079003752,54.11,London,mobile,success,,0
T000000100,U000004,2026-01-08 02:53:06.384096816,52.62,Bristol,mobile,success,,0
T000000101,U000004,2026-01-10 01:46:31.740192425,73.86,London,mobile,success,,0
T000000099,U000004,2026-01-11 00:01:02.519124057,30.61,Birmingham,mobile,success,,0
T000000102,U000004,2026-01-16 19:08:29.341917276,30.39,London,mobile,success,,0
T000000097,U000004,2026-01-25 20:53:47.274373790,36.98,London,mobile,success,,0
T000000104,U000004,2026-01-30 17:08:16.528907517,36.06,London,mobile,success,,0
T000000103,U000004,2026-01-30 19:33:30.354792976,27.8,London,mobile,success,,0
T000000095,U000004,2026-02-04 16:17:52.170076759,29.24,London,mobile,success,,0
T000000096,U000004,2026-02-10 19:30:57.143418950,51.35,London,mobile,success,,0
T000000126,U000005,2025-11-30 11:07:22.680986273,57.82,London,desktop,success,,0
T000000111,U000005,2025-12-02 03:27:08.224994096,78.91,London,desktop,success,,0
T000000116,U000005,2025-12-12 09:34:57.561637312,12.07,London,desktop,success,,0
T000000109,U000005,2025-12-14 22:06:02.959582841,152.75,London,mobile,success,,0
T000000120,U000005,2025-12-16 16:49:32.187608455,118.42,London,mobile,success,,0
T000000121,U000005,2025-12-18 22:53:29.377807704,90.53,London,mobile,success,,0
T000000115,U000005,2025-12-26 00:13:53.552766877,170.99,London,desktop,success,,0
T000000128,U000005,2025-12-29 07:29:17.005499675,126.68,London,desktop,fail,,0
T000000105,U000005,2026-01-05 08:06:42.755454606,162.81,London,desktop,success,,0
T000000123,U000005,2026-01-07 01:56:47.905515508,172.25,London,desktop,success,,0
T000000118,U000005,2026-01-09 20:21:48.164759606,162.35,London,desktop,success,,0
T000000125,U000005,2026-01-11 01:48:23.167032172,96.38,London,tablet,success,,0
T000000108,U000005,2026-01-13 09:15:18.677523449,6016.22,London,desktop,success,high_value,1
T000000106,U000005,2026-01-14 11:23:17.290264272,125.47,London,desktop,success,,0
T000000122,U000005,2026-01-18 16:16:29.553217605,60.97,London,desktop,success,,0
T000000114,U000005,2026-01-22 01:59:55.229245692,91.21,London,desktop,success,,0
T000000113,U000005,2026-01-24 09:23:08.174965389,132.32,London,mobile,success,,0
T000000112,U000005,2026-01-24 11:57:07.737781407,79.65,London,desktop,success,,0
T000000119,U000005,2026-01-29 10:16:57.239998092,106.06,London,desktop,success,,0
T000000117,U000005,2026-01-30 07:36:29.225834870,83.48,Leicester,desktop,success,,0
T000000127,U000005,2026-02-02 17:36:23.594427312,148.08,London,desktop,success,,0
T000000107,U000005,2026-02-08 11:03:15.759572830,139.25,London,desktop,success,,0
T000000124,U000005,2026-02-08 20:03:51.054198788,99.98,London,mobile,success,,0
T000000110,U000005,2026-02-14 19:40:08.545171964,62.08,London,desktop,success,,0
T000000133,U000006,2025-11-17 06:26:19.525977717,33.55,London,mobile,success,,0
T000000130,U000006,2025-11-18 19:58:21.577850251,53.11,London,mobile,success,,0
T000000134,U000006,2025-12-07 04:45:51.693088863,87.37,London,mobile,success,,0
T000000135,U000006,2025-12-12 04:28:27.723288667,35.12,Birmingham,mobile,success,,0
T000000136,U000006,2025-12-16 20:30:29.268200943,108.51,London,mobile,success,,0
T000000144,U000006,2025-12-21 04:26:50.881259728,29.3,London,mobile,success,,0
T000000132,U000006,2025-12-30 16:40:02.353149613,56.3,London,mobile,success,,0
T000000142,U000006,2026-01-01 01:23:54.483477475,61.63,London,mobile,success,,0
T000000140,U000006,2026-01-02 23:59:43.855689757,67.62,Birmingham,mobile,success,,0
T000000141,U000006,2026-01-13 13:24:30.689089682,80.59,London,mobile,success,,0
T000000131,U000006,2026-01-22 21:52:51.541521314,84.78,London,mobile,success,,0
T000000138,U000006,2026-01-23 04:50:35.430053755,58.14,London,mobile,success,,0
T000000129,U000006,2026-01-25 16:33:04.649411719,93.34,London,mobile,success,,0
T000000137,U000006,2026-02-03 20:46:04.003294707,99.2,London,mobile,success,,0
T000000143,U000006,2026-02-04 01:39:01.513680551,79.13,London,mobile,success,,0
T000000139,U000006,2026-02-14 20:09:22.283285590,27.9,London,mobile,success,,0
T000000165,U000007,2025-10-11 00:03:55.533536850,73.68,Birmingham,desktop,success,,0
T000000145,U000007,2025-10-12 08:10:17.778487638,71.3,Birmingham,desktop,success,,0
T000000164,U000007,2025-10-15 21:47:24.763240825,75.77,Birmingham,desktop,success,,0
T000000150,U000007,2025-10-18 19:04:46.352396048,60.38,Birmingham,desktop,success,,0
T000000153,U000007,2025-11-03 06:24:06.991358364,69.69,Birmingham,desktop,success,,0
T000000158,U000007,2025-11-09 19:47:46.104832438,80.71,Birmingham,desktop,success,,0
T000000146,U000007,2025-11-12 17:16:05.381050961,47.56,Birmingham,desktop,success,,0
T000000163,U000007,2025-11-14 09:26:52.234642958,78.6,Birmingham,desktop,success,,0
T000000159,U000007,2025-11-17 14:38:44.970531244,80.68,Birmingham,desktop,success,,0
T000000166,U000007,2025-11-21 15:21:37.477846445,76.15,Birmingham,desktop,success,,0
T000000161,U000007,2025-11-23 14:16:52.153780486,93.48,Birmingham,desktop,success,,0
T000000147,U000007,2025-11-28 18:00:26.799057472,51.46,Birmingham,desktop,success,,0
T000000156,U000007,2025-12-03 00:02:26.640780514,70.04,Birmingham,desktop,success,,0
T000000151,U000007,2025-12-06 02:47:09.415130146,82.2,Birmingham,desktop,success,,0
T000000162,U000007,2025-12-21 00:58:51.623698258,57.13,Birmingham,desktop,success,,0
T000000148,U000007,2025-12-31 09:22:55.325665691,80.4,Manchester,desktop,success,,0
T000000154,U000007,2026-01-01 21:04:29.901648520,86.24,Birmingham,desktop,success,,0
T000000152,U000007,2026-01-01 22:52:08.259349738,56.45,Birmingham,desktop,success,,0
T000000157,U000007,2026-01-05 15:54:28.110125850,58.41,Birmingham,desktop,success,,0
T000000160,U000007,2026-01-14 15:16:13.430426952,100.19,Birmingham,desktop,success,,0
T000000155,U000007,2026-02-02 14:46:51.291360706,79.38,Birmingham,desktop,success,,0
T000000149,U000007,2026-02-06 10:31:33.898931232,49.06,Birmingham,desktop,success,,0
T000000168,U000008,2025-05-14 04:38:06.366969169,73.01,Glasgow,mobile,success,,0
T000000184,U000008,2025-05-21 18:48:14.400624325,111.1,Glasgow,mobile,success,,0
T000000179,U000008,2025-06-01 13:38:49.837535949,63.24,Glasgow,mobile,fail,,0
T000000181,U000008,2025-06-14 01:04:31.159557443,80.37,Glasgow,mobile,success,,0
T000000167,U000008,2025-07-14 13:41:27.923502506,66.58,Glasgow,mobile,success,,0
T000000183,U000008,2025-07-27 18:05:17.121594160,76.64,Glasgow,mobile,success,,0
T000000178,U000008,2025-07-29 22:22:05.190974556,79.13,Glasgow,desktop,success,,0
T000000186,U000008,2025-08-15 01:52:32.072721343,96.07,Glasgow,desktop,success,,0
T000000175,U000008,2025-08-31 17:04:53.073314530,92.52,Glasgow,mobile,success,,0
T000000172,U000008,2025-10-10 04:57:20.454940696,70.27,London,mobile,success,,0
T000000173,U000008,2025-10-29 09:28:00.969247010,87.02,Glasgow,mobile,success,,0
T000000170,U000008,2025-11-02 21:17:14.367202422,47.26,Glasgow,mobile,success,,0
T000000185,U000008,2025-11-06 19:00:28.439364002,65.72,Glasgow,mobile,success,,0
T000000182,U000008,2025-11-10 06:15:59.160526294,86.14,London,mobile,success,,0
T000000177,U000008,2025-11-12 05:39:57.012253256,76.27,Glasgow,mobile,success,,0
T000000174,U000008,2025-11-19 03:25:37.555580768,87.05,Glasgow,mobile,success,,0
T000000171,U000008,2025-12-14 09:32:58.933153308,52.57,Glasgow,mobile,success,,0
T000000169,U000008,2025-12-26 03:55:09.877088420,36.21,Glasgow,mobile,success,,0
T000000176,U000008,2026-01-06 04:09:33.797412300,57.36,Edinburgh,mobile,success,,0
T000000180,U000008,2026-02-13 01:57:04.397106040,54.84,Glasgow,mobile,success,,0
T000000204,U000009,2026-02-04 00:08:50.831234858,109.27,Edinburgh,mobile,success,,0
T000000187,U000009,2026-02-05 01:43:25.156398430,118.76,Edinburgh,mobile,success,,0
T000000205,U000009,2026-02-05 08:39:10.471337115,105.82,Edinburgh,mobile,success,,0
T000000206,U000009,2026-02-06 05:09:55.053490722,178.39,Edinburgh,mobile,success,,0
T000000188,U000009,2026-02-06 12:08:02.553881319,169.36,Edinburgh,mobile,success,,0
T000000192,U000009,2026-02-07 13:14:43.471837749,85.44,Edinburgh,mobile,success,,0
T000000191,U000009,2026-02-07 13:48:50.952516321,153.63,Edinburgh,mobile,success,,0
T000000189,U000009,2026-02-09 23:42:20.733347486,134.71,Edinburgh,mobile,success,,0
T000000193,U000009,2026-02-10 13:02:37.164139348,183.64,Edinburgh,mobile,success,,0
T000000190,U000009,2026-02-11 05:49:04.827336159,154.54,Edinburgh,mobile,success,,0
T000000196,U000009,2026-02-11 14:27:11.321847950,160.15,Edinburgh,mobile,success,,0
T000000198,U000009,2026-02-11 20:05:12.695662485,89.85,Leeds,mobile,success,,0
T000000197,U000009,2026-02-12 07:11:39.702418444,109.18,Edinburgh,mobile,success,,0
T000000199,U000009,2026-02-13 06:38:56.563379930,132.32,Edinburgh,mobile,success,,0
T000000202,U000009,2026-02-13 16:22:30.668407854,213.01,Edinburgh,mobile,success,,0
T000000194,U000009,2026-02-13 19:14:19.417517942,195.63,Edinburgh,mobile,success,,0
T000000200,U000009,2026-02-14 08:56:57.213449106,214.1,Edinburgh,mobile,success,,0
T000000203,U000009,2026-02-14 13:30:21.212751982,102.88,Liverpool,mobile,success,,0
T000000195,U000009,2026-02-15 12:46:57.494642793,196.64,Edinburgh,mobile,success,,0
T000000201,U000009,2026-02-15 16:28:43.548556732,107.36,Edinburgh,mobile,success,,0
T000000209,U000010,2026-02-08 00:42:00.600964768,45.05,London,mobile,success,,0
T000000211,U000010,2026-02-08 15:58:23.469439761,38.99,London,mobile,success,,0
T000000208,U000010,2026-02-12 16:38:07.650202422,43.35,London,mobile,fail,,0
T000000207,U000010,2026-02-12 22:20:25.490871646,27.34,London,desktop,success,,0
T000000210,U000010,2026-02-15 05:30:54.664962375,44.99,London,mobile,success,,0
T000000223,U000011,2025-10-16 23:47:27.802665666,95.76,Cambridge,mobile,success,,0
T000000215,U000011,2025-10-17 10:41:09.322944123,87.42,Cambridge,mobile,success,,0
T000000233,U000011,2025-10-21 14:58:04.856437572,137.22,Cambridge,mobile,success,,0
T000000221,U000011,2025-10-22 12:22:35.122017406,131.79,Cambridge,mobile,success,,0
T000000227,U000011,2025-10-27 06:28:55.379348860,77.77,Cambridge,mobile,success,,0
T000000212,U000011,2025-10-29 18:52:22.281910036,61.97,Cambridge,mobile,success,,0
T000000232,U000011,2025-11-01 11:45:49.961460687,65.55,Cambridge,mobile,success,,0
T000000224,U000011,2025-11-06 10:53:46.212246357,89.32,Cambridge,mobile,success,,0
T000000225,U000011,2025-11-15 01:29:32.063622418,85.52,Cambridge,tablet,success,,0
T000000228,U000011,2025-11-15 01:37:30.256964535,121.58,Cambridge,mobile,success,,0
T000000230,U000011,2025-11-29 09:15:21.074818643,98.61,Cambridge,mobile,success,,0
T000000218,U000011,2025-11-30 15:28:02.527114394,91.71,Cambridge,mobile,success,,0
T000000213,U000011,2025-12-07 15:04:13.895749328,90.69,Cambridge,mobile,success,,0
T000000231,U000011,2025-12-15 06:04:10.434707298,114.46,Cambridge,mobile,success,,0
T000000220,U000011,2026-01-05 16:15:57.738422717,61.06,Cambridge,mobile,success,,0
T000000217,U000011,2026-01-12 15:45:01.678363084,73.16,Cambridge,mobile,success,,0
T000000219,U000011,2026-01-16 03:04:26.736729323,84.18,Cambridge,mobile,success,,0
T000000216,U000011,2026-01-18 04:05:59.731787773,131.92,Cambridge,mobile,success,,0
T000000229,U000011,2026-01-22 00:40:20.407397485,71.48,Cambridge,mobile,success,,0
T000000222,U000011,2026-01-26 18:37:28.751744513,99.14,Cambridge,mobile,success,,0
T000000226,U000011,2026-02-05 16:27:58.021422114,97.39,Cambridge,mobile,success,,0
T000000214,U000011,2026-02-08 22:51:11.678840162,100.77,Cambridge,mobile,success,,0
T000000260,U000012,2025-05-11 17:51:34.829977871,118.54,Birmingham,desktop,success,,0
T000000235,U000012,2025-05-18 22:21:38.551269823,95.39,Birmingham,desktop,success,,0
T000000264,U000012,2025-06-10 10:21:58.343758679,153.73,Birmingham,desktop,success,,0
T000000234,U000012,2025-06-20 07:16:13.456375258,167.46,Birmingham,desktop,success,,0
T000000246,U000012,2025-06-23 22:14:09.186774197,112.91,Birmingham,desktop,success,,0
T000000245,U000012,2025-06-29 13:33:09.084028833,135.19,Birmingham,desktop,success,,0
T000000256,U000012,2025-07-08 03:51:57.415159428,119.94,Birmingham,desktop,success,,0
T000000252,U000012,2025-07-11 07:42:37.020495615,163.42,Birmingham,desktop,success,,0
T000000261,U000012,2025-07-12 01:28:16.172764450,85.97,Birmingham,desktop,success,,0
T000000259,U000012,2025-07-28 05:24:53.631742909,149.75,Birmingham,desktop,success,,0
T000000249,U000012,2025-07-29 20:46:06.588680773,102.55,Birmingham,desktop,success,,0
T000000254,U000012,2025-07-31 03:46:41.256653294,133.33,Birmingham,desktop,success,,0
T000000248,U000012,2025-08-20 12:12:55.722806228,111.54,Birmingham,mobile,success,,0
T000000244,U000012,2025-09-07 21:14:42.891839324,85.79,London,desktop,success,,0
T000000258,U000012,2025-09-17 11:08:44.857536378,108.12,Birmingham,mobile,success,,0
T000000263,U000012,2025-09-23 10:21:22.511762010,168.14,Birmingham,desktop,success,,0
T000000242,U000012,2025-10-16 06:10:26.226834486,133.5,Birmingham,desktop,success,,0
T000000239,U000012,2025-10-16 13:57:53.586630278,173.86,Birmingham,desktop,success,,0
T000000257,U000012,2025-10-16 14:56:53.084768344,116.95,Birmingham,desktop,success,,0
T000000240,U000012,2025-11-07 07:32:05.276420116,166.54,Birmingham,mobile,success,,0
T000000262,U000012,2025-11-24 05:24:55.136803876,194.44,Birmingham,desktop,success,,0
T000000236,U000012,2025-11-27 18:24:43.138277268,90.6,Birmingham,desktop,success,,0
T000000243,U000012,2025-12-18 08:49:21.389270088,80.82,Birmingham,desktop,success,,0
T000000237,U000012,2025-12-19 03:49:31.677160920,172.88,Birmingham,desktop,success,,0
T000000241,U000012,2026-01-02 13:40:55.257686220,117.14,Birmingham,desktop,success,,0
T000000255,U000012,2026-01-13 17:34:37.413820708,132.07,Birmingham,desktop,success,,0
T000000253,U000012,2026-01-14 05:15:43.183512924,124.02,Birmingham,desktop,success,,0
T000000251,U000012,2026-01-27 00:55:20.541463564,167.19,Birmingham,desktop,success,,0
T000000247,U000012,2026-01-27 07:01:01.448459900,135.07,Birmingham,desktop,success,,0
T000000238,U000012,2026-01-27 07:12:21.130732164,141.23,Birmingham,desktop,success,,0
T000000250,U000012,2026-01-27 07:38:23.822158352,98.1,Birmingham,desktop,success,,0
T000000268,U000013,2025-12-26 13:15:41.733960593,117.12,London,mobile,success,,0
T000000278,U000013,2025-12-31 18:32:23.705584543,149.68,London,mobile,success,,0
T000000270,U000013,2026-01-05 00:25:50.984693204,105.25,London,desktop,success,,0
T000000275,U000013,2026-01-14 16:47:41.979433863,153.24,London,mobile,success,,0
T000000272,U000013,2026-01-20 18:47:11.501818535,105.97,London,mobile,success,,0
T000000269,U000013,2026-01-21 16:02:44.107331427,93.98,London,mobile,success,,0
T000000274,U000013,2026-01-23 01:05:53.044317118,102.79,London,mobile,success,,0
T000000267,U000013,2026-02-01 00:15:42.205429963,122.23,London,mobile,success,,0
T000000276,U000013,2026-02-03 03:38:47.886787107,65.12,London,mobile,success,,0
T000000277,U000013,2026-02-07 13:47:13.758818740,86.77,Leeds,mobile,success,,0
T000000273,U000013,2026-02-09 09:53:22.568578596,62.41,London,mobile,success,,0
T000000266,U000013,2026-02-14 03:15:18.056162517,82.16,London,mobile,success,,0
T000000271,U000013,2026-02-14 07:40:31.642491847,171.66,London,mobile,success,,0
T000000265,U000013,2026-02-14 22:33:37.903112458,146.04,London,mobile,success,,0
T000000301,U000014,2025-06-16 17:14:59.386020324,275.43,Bristol,mobile,success,,0
T000000280,U000014,2025-06-24 13:21:37.938205289,169.84,London,mobile,success,,0
T000000299,U000014,2025-07-15 07:23:27.488307904,162.92,London,mobile,success,burst_velocity,1
T000039965,U000014,2025-07-15 07:25:57.488307904,32.77,London,mobile,success,burst_velocity,1
T000039968,U000014,2025-07-15 07:27:23.488307904,26.93,London,mobile,success,burst_velocity,1
T000039967,U000014,2025-07-15 07:31:00.488307904,15.37,London,mobile,success,burst_velocity,1
T000039966,U000014,2025-07-15 07:31:05.488307904,5.37,London,mobile,success,burst_velocity,1
T000000279,U000014,2025-07-27 01:00:39.702954653,294.07,Birmingham,mobile,success,,0
T000000303,U000014,2025-08-01 22:16:49.663532259,323.66,London,mobile,success,,0
T000000288,U000014,2025-08-04 11:02:26.377349273,205.99,London,mobile,success,,0
T000000281,U000014,2025-08-07 10:56:51.058890072,302.57,London,mobile,success,,0
T000000295,U000014,2025-08-08 16:38:13.524190308,276.03,London,mobile,success,,0
T000000282,U000014,2025-08-16 00:32:39.381591812,293.56,London,mobile,success,,0
T000000298,U000014,2025-08-16 05:42:20.155927998,273.25,London,mobile,success,,0
T000000286,U000014,2025-09-14 21:04:06.790363628,146.11,London,mobile,success,,0
T000000296,U000014,2025-09-20 20:02:07.741549274,183.28,London,mobile,success,,0
T000000291,U000014,2025-09-23 11:28:10.406898808,294.06,London,mobile,success,,0
T000000297,U000014,2025-09-25 13:00:29.740228076,238.99,London,desktop,success,,0
T000000294,U000014,2025-11-01 15:12:18.306293336,246.83,London,mobile,success,,0
T000000302,U000014,2025-11-13 17:23:13.453450932,300.91,London,mobile,success,,0
T000000284,U000014,2025-11-17 05:45:28.822981038,288.42,London,mobile,fail,,0
T000000293,U000014,2025-11-30 11:14:11.246731078,312.34,Bristol,mobile,success,,0
T000000285,U000014,2025-12-21 07:19:16.750001722,245.36,London,mobile,success,,0
T000000287,U000014,2026-01-02 07:20:46.696032576,189.8,London,mobile,success,,0
T000000283,U000014,2026-01-16 04:55:33.038005812,264.39,London,mobile,success,,0
T000000289,U000014,2026-01-18 12:20:35.391198244,309.74,London,mobile,success,,0
T000000292,U000014,2026-01-19 21:23:49.504405164,274.0,Leeds,mobile,success,,0
T000000290,U000014,2026-01-23 08:08:42.450541112,251.53,London,mobile,success,,0
T000000300,U000014,2026-01-23 20:12:17.904772296,241.37,London,mobile,success,,0
